123,0101126F,B-1B Squadrons,07,32087,16265,16265,19589,Operational Systems Development
124,0101127F,B-2 Squadrons,07,201688,35970,35970,100194,Operational Systems Development
125,0101313F,Strat War Planning System - USSTRATCOM,07,22089,30889,30889,37448,Operational Systems Development
128,0102326F,Region/Sector Operation Control Center Modernization Program,07,6283,5609,5609,1700,Operational Systems Development
130,0203761F,Warfighter Rapid Acquisition Process (WRAP) Rapid Transition Fund,07,10280,15098,15098,3844,Operational Systems Development
131,0205219F,MQ-9 UAV,07,107576,147971,147971,128328,Operational Systems Development
133,0207131F,A-10 Squadrons,07,11006,13538,13538,9614,Operational Systems Development
134,0207133F,F-16 Squadrons,07,128503,190257,190257,177298,Operational Systems Development
135,0207134F,F-15E Squadrons,07,184665,192677,192677,244289,Operational Systems Development
136,0207136F,Manned Destructive Suppression,07,8515,13683,13683,13138,Operational Systems Development
137,0207138F,F-22A Squadrons,07,531767,371667,371667,328542,Operational Systems Development
138,0207142F,F-35 Squadrons,07,9682,8117,8117,33000,Operational Systems Development
139,0207161F,Tactical AIM Missiles,07,7885,8234,8234,15460,Operational Systems Development
140,0207163F,Advanced Medium Range Air-to-Air Missile (AMRAAM),07,75282,87041,87041,84172,Operational Systems Development
142,0207224F,Combat Rescue and Recovery,07,2292,2095,2095,2582,Operational Systems Development
143,0207227F,Combat Rescue - Pararescue,07,914,1119,1119,542,Operational Systems Development
144,0207247F,AF TENCAP,07,20727,63853,63853,89816,Operational Systems Development
145,0207249F,Precision Attack Systems Procurement,07,3034,1063,1063,1075,Operational Systems Development
146,0207253F,Compass Call,07,19229,12094,12094,10782,Operational Systems Development
147,0207268F,Aircraft Engine Component Improvement Program,07,168390,187984,187984,139369,Operational Systems Development
149,0207325F,Joint Air-to-Surface Standoff Missile (JASSM),07,5654,7950,7950,6373,Operational Systems Development
150,0207410F,Air & Space Operations Center (AOC),07,116858,76315,76315,22820,Operational Systems Development
151,0207412F,Control and Reporting Center (CRC),07,3288,8653,8653,7029,Operational Systems Development
152,0207417F,Airborne Warning and Control System (AWACS),07,111779,65200,65200,186256,Operational Systems Development
153,0207418F,Tactical Airborne Control Systems,07,7931,5767,5767,743,Operational Systems Development
